RECEITA,Ingredients,URL SITE,YOUTUBE
Cheesecake de Tomate,"Açúcar em pó q.b., Doce de Tomate:, 2kg de tomate bem maduro (um mix assim de tomate Cherry, coração de boi, verde, roxo…), Casca e sumo de 1 laranja, 1 pau de canela, Hortelã fresca q.b., 1 vagem de baunilha, 150g de açúcar mascavado, 100ml de mel, Malagueta em pó q.b., Tarte e Creme:, 1 pacote de bolacha de aveia, 150g de manteiga, 1 pitada de sal, 300g de requeijão, 1 ovo, 3 gemas de ovo, 1 colher de sopa de amido de milho diluído em 2 colheres de sopa de água fria, 4 colheres de sopa de açúcar mascavado, 4 colheres de sopa de sopa de doce de tomate",https://www.24kitchen.pt/receita/cheesecake-de-tomate,https://www.youtube.com/watch?v=Ww7enllMoPI
Saladinha,"1 medida de bulgur, 2 medidas de caldo de legumes, 1 maçã Granny smith, 1 limão (sumo e raspa), 250g de arandos vermelhos, 1 cebola roxa, 1 bom pepino, 150g de amêndoa laminada, 1 bom ramo de hortelã fresca, 1 bom ramo de salsa, Azeite q.b., Sal q.b., Pimenta q.b.",https://www.24kitchen.pt/receita/saladinha,https://www.youtube.com/watch?v=748pMhRoYEw
Pastilha,"2 peitos de frango, Curcuma q.b., Gengibre em pó q.b., Canela q.b., Azeite q.b., 2 colheres de sopa de manteiga, 1 cebola, 3 dentes de alho, Caldo de frango q.b., Damascos secos (entre seis a oito), 100g de amêndoa com pele triturada, 1 molho de salsa, Raspa e sumo de uma laranja, Sal q.b., Pimenta q.b., 6 folhas de massa filo cortadas ao meio",https://www.24kitchen.pt/receita/pastilha,https://www.youtube.com/watch?v=WTvub3g-Ysw
Bolão Bonitão,"Flores comestíveis q.b., Bolo:, 4 claras de ovo, 230g de manteiga à temperatura ambiente, 400g de açúcar, 2 ovos inteiros, 380g de farinha de trigo sem fermento, 1 colher de sobremesa de fermento em pó, 1 colher de chá de bicarbonato de sódio, 300ml de leite gordo, 1 colher de sopa de essência de baunilha, 1 chávena de granulado colorido, Cobertura:, 200g de manteiga apenas amolecida, 500g de queijo creme, 500g de açúcar em pó",https://www.24kitchen.pt/receita/bolao-bonitao,https://www.youtube.com/watch?v=Ej-bfNfu33g
Folar de Bacalhau,"1 gema para pincelar, Massa:, 15gr de fermento de padeiro seco, 100ml de leite gordo morno, 300gr de farinha de trigo sem fermento, Sal q.b., Noz-moscada q.b., 1 ovo inteiro, Azeite, Recheio:, 1 cebola roxa muito bem picada, 4 dentes de alho muito bem picados, Azeite q.b., 1 bom lombo de bacalhau desfiado em cru, 1 molho de grelos de couve, 1 molho de coentros frescos, 1 copo de vinho branco",https://www.24kitchen.pt/receita/folar-de-bacalhau,https://www.youtube.com/watch?v=rxxYaSEkWpQ&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=13
Xerém de Bacalhau,"2 postas de bacalhau (ou dois lombos), Azeite q.b., 400gr de tomate cherry, 2 folhas de louro, Tomilho seco q.b., Sal q.b., 1 cebola pequena, 4 dentes de alho, 1 chávena de sêmola milho, 2 copos de água da cozedura do bacalhau",https://www.24kitchen.pt/receita/xerem-de-bacalhau,https://www.youtube.com/watch?v=WVTIcN7Z7-8&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=14
Farófias,"Amêndoas Crocantes Salgadas:, 100g de açúcar, 100g de amêndoa triturada, 1 bom punhado de sal, Farófias:, 8 ovos, 75g + 125g de açúcar em pó, 1L de leite gordo, 2 paus de canela, 1 vagem de baunilha, 1 lima",https://www.24kitchen.pt/receita/farofias-2,https://www.youtube.com/watch?v=boni4h3iJbQ&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=15
Sandes Suprema,"Sal grosso q.b., 1 lombo de porco, Manteiga q.b., 2 ramos de alecrim, Pickle de couve q.b., 1 pão à escolha, Molho:, 1 chalota, 4 dentes de alho, 7 cogumelos champignon, 2 cálices de aguardente, Vinagre balsâmico q.b., 200ml de natas, Folhas de tomilho fresco q.b., Pimenta q.b., Sal q.b.",https://www.24kitchen.pt/receita/sandes-suprema,https://www.youtube.com/watch?v=CayOFQJfaxQ&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=17
Rabanadas Surpreendentes,"Creme Inglês de Coco:, 4 gemas, 4 colheres de sopa de açúcar, 1 chávena de leite de coco, 1 chávena de creme de coco, Rabanadas de Coco:, 1 pão de forma caseiro, 1 lata de leite de coco, 1 pacote de creme de coco, 4 ovos, Óleo q.b., Açúcar q.b., Canela q.b., Chips de coco q.b., Ganache de chocolate:, Ingredientes, 200g de chocolate, 150ml de natas",https://www.24kitchen.pt/receita/rabanadas-surpreendentes,https://www.youtube.com/watch?v=aiqFUA8El_A&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=18
Migas,"3 ou 4 fatias de pão, Azeite q.b., Sal q.b., Pimenta q.b., Alho em pó q.b., 1/2 couve-lombarda pequena, ½ chouriço, 3 fatias de picanha, 4 dentes de alho, 1 batata encarnada pequena, 200g de feijão encarnado malhado, 1 copo de vinho branco, Cebolinho q.b., 1 molho de salsa, 1 molho de manjericão",https://www.24kitchen.pt/receita/amigas,https://www.youtube.com/watch?v=PSUp1iz22vk&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=20
Pato com Tons Laranja,"2 coxas de pato, Anis estrelado triturado q.b., Malagueta em pó q.b., Cravinho q.b., Canela q.b., Sal, 1 laranja (raspa e sumo), 8 boas cenouras, Vinagre de sidra q.b., Açúcar mascavado q.b., Piri-piri q.b., Pimenta q.b., Caldo de Pato, 175g de manteiga, Óleo ou azeite q.b., 1 ramo de alecrim",https://www.24kitchen.pt/receita/pato-com-tons-laranja,https://www.youtube.com/watch?v=5wOqCkujoW0&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=20
Magret de Pato,"2 peitos de pato, 6 dentes de alho, 1 clementina, Flocos de sal q.b., Pimenta preta q.b., Molho:, Sucos da marinada, Sumo de 1 clementina, 2 ramos de alecrim, 1 colher de sopa de doce de amora, 1 colher de sopa de mel, 1 chávena de caldo de legumes q.b., 1 mão de farinha, 1 copo de vinho do Porto, 1 chávena de caldo (de legumes ou carne)",https://www.24kitchen.pt/receita/magret-de-pato,https://www.youtube.com/watch?v=RSWs__1XdfE&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=21
Confit de Carnard,"2 peitos de pato, Sal, 1 ramo de alecrim fresco, 1 dente de alho, 1 laranja, 1 ramo de tomilho, 1 folha de louro, 500ml de gordura de pato, 1/2kg de batata nova com pele, Espigos q.b.",https://www.24kitchen.pt/receita/confit-de-canard,https://www.youtube.com/watch?v=4D3fg0xLvC4&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=23
Fofinhos de Camarão,"Fofinhos de Camarão:, 500g de camarão, Sal, 100g de pão, 1dl de leite coco, 1 cebola, 4 dentes de alho, Óleo q.b., 2 pimentas vermelhas, 1 colher de sopa de farinha de trigo sem fermento, 1 colher de café de açafrão, 1dl de água de cozer o camarão, 2 ovos, Chutney de Manga:, 2 mangas grandes meio verdes, 5 dentes de alho, 1 pedaço de gengibre, 2 malaguetas vermelhas, 2,5dl de vinagre de vinho branco, 300g de açúcar, 100g de amêndoas, 100g de passas brancas, 100g de passas pretas",https://www.24kitchen.pt/receita/fofinhos-de-camarao,https://www.youtube.com/watch?v=d90i89bNito&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=22
Xacuti,"1kg de carne de porco (lombo magro), Sal, 1 colher de chá de sementes de alforvas, 4 estrelas de anis, 1 colher de chá de funcho, 1 colher de sopa de coentros em grão, 1 colher de chá de canela em pó, 1 colher de chá de curcuma, 1 colher de chá de cominhos moídos, 1/2 colher de chá de cravinho em pó, 1 colher de chá de noz-moscada, 4 colheres de sopa de coco ralado, 2 cebolas, 4 dentes de alho, Óleo vegetal, 3 pimentas vermelhas secas, 4dl de leite de coco, 1/2 coco em pedaços, 1 colher de sopa de polpa de tamarindo, 500g de batatas",https://www.24kitchen.pt/receita/xacuti,https://www.youtube.com/watch?v=zAqklBXrbCs&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=24
Bebinca,"500g de açúcar, 400ml de leite de coco, 10 gemas coadas, 150g de farinha de trigo sem fermento, 1 colher de café de noz-moscada moída, 1 colher de sobremesa de cardamomo em pó, 125g de manteiga, Canela q.b.",https://www.24kitchen.pt/receita/bebinca,https://www.youtube.com/watch?v=6LLeG28E19A&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=25
Bife Tártaro,"200g de filet mignon fresquíssimo, Sal, 1 chalota, 5 alcaparras, Cogumelos Marrom q.b., Azeite aromatizado com alho, Pimenta q.b., Molho inglês q.b., Mostarda Dijon q.b., 1/2 manga em cubos, Tequila (algumas gotas), 1 gema de ovo",https://www.24kitchen.pt/receita/bife-tartaro-1,https://www.youtube.com/watch?v=A9HfApdMpjs&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=26
Massa de Gémeos,"Penne rigatoni, Sal, 1 folha de louro, Azeite q.b., Pesto Encarnado:, 400g de tomate cherry, 1 pimento encarnado, 1 chalota (reservar as cascas), 2 dentes de alho (reservar as cascas), Sal q.b., Pimenta q.b., 150g de pinhão, Manjericão fresco q.b., Queijo mozarela q.b., Água q.b.",https://www.24kitchen.pt/receita/massa-de-gemeos,https://www.youtube.com/watch?v=d8II-8uu8Uo&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=28
Bolo de Bolacha,"Ingredientes, 1 pacote de bolacha maria, 200ml de chicória, 1 estrela de anis, 1 colher de sopa de brandy, Caramelo Salgado q.b., Crocâncias de Caramelo Salgado:, 150g de açúcar mascavado, 75g de manteiga, 250g de amêndoa em palito, Sal q.b., Creme:, 200ml de natas frescas, 200g de manteiga, 200g de açúcar em pó",https://www.24kitchen.pt/receita/bolo-de-bolacha-2,https://www.youtube.com/watch?v=LNYLin0tg6Q&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=27
Bolo de Bolacha,"Ingredientes, 1 pacote de bolacha maria, 200ml de chicória, 1 estrela de anis, 1 colher de sopa de brandy, Caramelo Salgado q.b., Crocâncias de Caramelo Salgado:, 150g de açúcar mascavado, 75g de manteiga, 250g de amêndoa em palito, Sal q.b., Creme:, 200ml de natas frescas, 200g de manteiga, 200g de açúcar em pó",https://24kitchen.pt/receita/bolo-de-bolacha-1,https://youtu.be/44cQzmDMhKE
Bolo de Bolacha,"1/2 chávena de água a ferver, 1 c. sopa + 1 c. chá de café solúvel, 250gr manteiga (à temperatura ambiente), 200gr + 2 c. sopa de açúcar, 2 gemas, 1 c. chá de extracto de baunilha, 2 c. sopa de moscatel, 2 pacotes de bolacha maria clássica, 100gr de chocolate meio amargo, 100ml de leite",https://www.24kitchen.pt/receita/bolo-de-bolacha-2,https://www.youtube.com/watch?v=LNYLin0tg6Q&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=27
Bolo de Bolacha,"1/2 chávena de água a ferver, 1 c. sopa + 1 c. chá de café solúvel, 250gr manteiga (à temperatura ambiente), 200gr + 2 c. sopa de açúcar, 2 gemas, 1 c. chá de extracto de baunilha, 2 c. sopa de moscatel, 2 pacotes de bolacha maria clássica, 100gr de chocolate meio amargo, 100ml de leite",https://24kitchen.pt/receita/bolo-de-bolacha-1,https://youtu.be/44cQzmDMhKE
Rolos de Cordon Bleu,"3 boas febras de porco, Fatias de queijo q.b., Fatias de fiambre q.b., Farinha q.b., Ovo batido q.b., Pão ralado q.b., Óleo para fritar q.b., Sumo de limão q.b., Sal q.b., Pimenta q.b.",https://www.24kitchen.pt/receita/rolos-de-cordon-bleu,https://www.youtube.com/watch?v=7KsUe7lR0To&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=30
Cúpula de Lasanha,"Azeite q.b., Macarrão de lasanha q.b., Mozarela q.b., Molho bechamel q.b., Queijo parmesão q.b., Manjericão fresco q.b., Pimenta preta q.b., Recheio de Carne:, 300g de carne de vitela, Azeite q.b., 1 cebola, 5 dentes de alho, 1 folha de louro, Sal q.b., Pimenta q.b., 400g de polpa de tomate, Recheio de Espinafres:, 300g de espinafres, 1 ovo, 300g de requeijão, 1 dente de alho",https://www.24kitchen.pt/receita/cupula-de-lasanha,https://www.youtube.com/watch?v=1SfrJdKH47k&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=29
Tarte de Limão Inesperada,"Massa Quebrada:, 350g de farinha de trigo sem fermento, 2 colher de sopa de açúcar, 130g de manteiga, 1 ovo, 1 limão, 100ml de água gelada, Gelatina:, 350g de açúcar mascavado, 600ml de água, 2 limões, 25g de gelatina em pó, Merengue:, 4 claras, 8 colheres de sopa de açúcar, Sumo de 1 limão",https://www.24kitchen.pt/receita/tarte-de-limao-inesperada,https://www.youtube.com/watch?v=R5jDYUrgOjU&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=31
Gnocchis de Beterraba,"Folhas de Amaranth q.b., Gnocchi:, 1kg de batata, Sal q.b., 3 boas beterrabas, Azeite q.b., Pimenta q.b., 1 ovo, Cerca de 300g de farinha de trigo sem fermento, Manteiga q.b., Molho:, 1 beterraba, 100g de queijo parmesão, 150g de amêndoa pelada, 100ml da água da cozedura dos gnocchi",https://www.24kitchen.pt/receita/gnocchi-de-beterraba,https://www.youtube.com/watch?v=9P3E63RlGhA&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=32
Frango Hariyali,"1/2kg de peito de frango cortado em cubos, Batatas q.b., Sal q.b., 1 ramo de coentros frescos, 1 ramo de hortelã fresca, 100g de espinafres frescos, 1 malagueta verde, 3 dentes de alho, 1 pedaço de gengibre fresco, Sumo de 1 limão, 1 colher de chá garam masala, 1 colher de chá de cominhos em pó, 3 colheres de sopa de natas frescas, Azeite q.b.",https://www.24kitchen.pt/receita/frango-hariyali,https://www.youtube.com/watch?v=SuZQG-Dphl4&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=33
Queques Laranja,"Queques:, 1 kg de abóbora, Sumo de 1 clementina, 400 g de açúcar, 1 pitada de noz-moscada, 1 colher de chá de canela, 320g de manteiga, 1 ramo de alecrim, 6 ovos, 500 g de farinha de trigo sem fermento t.55, 1 colher de chá de fermento em pó, 1 colher de chá de bicarbonato de sódio, 100 g de farinha de amêndoa, 100 g de farinha de noz, Cobertura de Clementina:, 450g de açúcar em pó, Raspa e sumo de 1 clementina + raspa de outra clementina, 170g de manteiga à temperatura ambiente",https://www.24kitchen.pt/receita/queques-laranja,https://www.youtube.com/watch?v=qUHh6h-cepk&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=34
Robalo Surpresa,"1 molho de acelgas, 1 bom robalo em filetes, Mostarda dijon q.b., Golden syrup q.b., Sumo de limão q.b.., Azeite q.b, 3 Maçãs verdes q.b., Beterraba q.b., Sal q.b.",https://www.24kitchen.pt/receita/robalo-surpresa,https://www.youtube.com/watch?v=H14ISxQ3nEw&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=35
Bolão de Chocolate,"Bolo:, 350g de farinha de trigo sem fermento, 1 colher de chá de bicarbonato de sódio, 1 colher de sobremesa de fermento, 150g de cacau magro em pó, 200g de açúcar mascavado, 200ml de leite gordo, 100ml de óleo vegetal, 2 ovos, 100ml da água quente, Creme de avelã caseiro:, 250g de avelãs, 50g de cacau magro em pó, 50g de açúcar mascavado, 50ml de leite gordo, 1 colher de sopa de óleo vegetal, 1 pitada de sal, Recheio do bolo:, 200ml de natas frescas, 1 colher de sopa de essência de baunilha, 250ml de queijo creme, 100ml do creme de avelãs que já fez",https://www.24kitchen.pt/receita/bolao-de-chocolate,https://www.youtube.com/watch?v=sbgUJJzDZVE&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=36
Sopa de Cardos com Bacalhau,"1 molho de cardos, 6 dentes de alho, 1 ramo de poejo fresco, 1 ramo de coentros frescos, 1 ramo de hortelã da Ribeira fresca, Azeite q.b., Sal q.b., 1 boa posta de bacalhau, Água da cozedura do bacalhau, 2 colheres de sopa de farinha de trigo sem fermento, 4 colheres de sopa de vinagre de sidra, 1 colher de café de pimentão doce, 2 fatias de pão, 1/2 chouriço",https://www.24kitchen.pt/receita/sopa-de-cardos,https://www.youtube.com/watch?v=sXtqLAe38dI&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=40
Migas com Corvina,"Azeite q.b., 1 tomate coração de boi maduro, Bastante Poejo fresco, 1 dente de alho, Sal q.b., 4 colheres de sopa de açúcar mascavado, Umas gostas de vinagre, 1 pão alentejano com dois ou três dias, 4 filetes de corvina, Farinha, Alho em pó q.b., Noz-moscada q.b., Cravinho em pó q.b., 3 ovo batidos, Pão ralado q.b., Óleo para fritar q.b.",https://www.24kitchen.pt/receita/migas-com-corvina,https://www.youtube.com/watch?v=GNXsm8DtjVU&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=38
Bolo do Conde de Alcáçovas,"Bolo:, 6 ovos, 250g de açúcar, Manteiga q.b., 250g de amêndoa triturada, 250g de doce de gila, Doce de Ovos:, 12 gemas, 200g de açúcar, 100ml de água, Fios de ovos:, 500g de açúcar, 500ml de água, 6 gemas, Merengue francês:, 12 claras, 12 colheres de sopa de açúcar",https://www.24kitchen.pt/receita/bolo-do-conde-de-alcacovas,https://www.youtube.com/watch?v=HWrRj5OOq-U&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=39
Sandes de Casca de Banana,"Cascas de pelo menos 4 bananas, Sal q.b., Pimenta q.b., Vinho branco q.b., Paprica fumada q.b., Cominhos em pó q.b., Mostarda dijon q.b ., 4 dentes de alho, Coentros frescos q.b., 1 cebola, Caldo de legumes q.b., 200ml de polpa de tomate, Pão brioche q.b., Cebola Frita q.b., Pickle de Couve:, 1/2 couve-lombarda, 1/2 couve roxa, 3 colheres de sopa de açúcar mascavado, Sal q.b., Água a ferver q.b, 50ml de vinagre de sidra q.b.",https://www.24kitchen.pt/receita/sandes-de-casca-de-banana,https://www.youtube.com/watch?v=JTxabo9Fn74&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=42
Empadão,"1 cebola (reservar cascas), 6 dentes de alho (reservar cascas), Azeite q.b., 6 batatas encarnadas, Sal q.b., 100g de ervilhas, 1 molho de brócolos, 1 couve-flor, 1 cenoura ralada (reservar cascas), 100g de feijão manteiga, Vinho branco q.b., Cominhos q.b., Cravinho q.b., Gengibre em pó q.b., Noz-moscada q.b., 2 tomates pelados e sem sementes, 2 colheres de sopa de amido de milho, 1 gema de ovo",https://www.24kitchen.pt/receita/empadao-1,https://www.youtube.com/watch?v=I1UIkuYxd7c&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=41
Bolo Húmido,"Leitelho:, 300ml de bebida de soja, 1 colher de chá de bicarbonato de sódio, 2 colheres de sopa de vinagre de sidra ou sumo de limão, Massa:, 220g de creme vegetal à temperatura ambiente, 350g de açúcar mascavado, 450g de farinha de trigo sem fermento t55, Puré de 3 maças cozidas, 300ml de leitelho vegano, 1 colher de sobremesa de fermento em pó, 1 colher de chá de bicarbonato de sódio, Polpa de 2 vagens de baunilha, 1 pitada de sal, Creme vegetal q.b., Flores de camomila, Creme:, 350g de creme vegetal, Polpa de 1 vagem de baunilha, 350g de açúcar em pó, 1 pitada de sal, Muitas flores comestíveis para decorar (eu recomendava assim camomilas)",https://www.24kitchen.pt/receita/bolo-humido-e-delicioso-e-vegano,https://www.youtube.com/watch?v=vrztgY6rR-A&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=43
Bolinhol de Vizela,"12 gemas coadas, 200g de açúcar branco, 3 ovos inteiros, 150g de farinha de trigo sem fermento, Flores comestíveis roxas, campestres, Calda:, 150ml de água, 200g de açúcar branco",https://www.24kitchen.pt/receita/bolinhol-de-vizela,https://www.youtube.com/watch?v=kGOUIMOFaBQ&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=46
Bolo de Figos e Cenoura,"Chá de camomila (faça cerca de 1/2lt), 300g de figos pingo de mel desidratados, Cerca de 3 cenouras raladas, 2 ovos inteiros, 2 claras de ovo, 400g de açúcar amarelo, 100ml de óleo vegetal, 450g de farinha de trigo sem fermento, 2 colheres de sobremesa de fermento em pó, 1 colher de chá de bicarbonato de sódio, 1 colher de café de curcuma em pó, Merengue suíço:, 12 claras, 24 colheres de sopa de açúcar",https://www.24kitchen.pt/receita/bolo-de-figos-e-cenoura,https://www.youtube.com/watch?v=ExffNncpEIo&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=44
Toucinho do Céu,"300g de amêndoa com pele, 18 gemas, Água q.b., 1/2kg de açúcar branco, 1 colher de chá de canela em pó, 100g de doce de gila, 1 pitada de sal, Açúcar em pó q.b.",https://www.24kitchen.pt/receita/toucinho-do-ceu-1,https://www.youtube.com/watch?v=SE6EsUFexB0&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=45
Toucinho do Céu,"300g de amêndoa com pele, 18 gemas, Água q.b., 1/2kg de açúcar branco, 1 colher de chá de canela em pó, 100g de doce de gila, 1 pitada de sal, Açúcar em pó q.b.",https://www.24kitchen.pt/receita/toucinho-do-ceu,https://www.youtube.com/watch?v=MU56G8RmvZA
